Year,Vessel,Main_series,Calendarday,Date,Fish_No,Station_No,Gear,Pos_Lat_Dec,Pos_Long_Des,Fish_Length,Fish_Weight,Fish_Ovary,Fish_Liver,Fish_Viscera,Sex,Code,Fish_Maturity,Fish_Comment,Oto_Age,Oto_Spawnings,Oto_Spawn_Age,Oto_Type,Oto_Edge,Oto_Readab,Oocyte_Stage,Ooc_Mean_Dia,Ooc_SD,Ooc_Mean_95,Ooc_CI_Perc,Ooc_Max,Ooc_Min,Ooc_N,Ooc_Lc_Mean,Ooc_Lc_SD,Ooc_NG,Atres_Samp,Atres_N,Atres_Int,Atres_Slide,Atres_Tot_C,Capelin_Aug,Cod_SSB,Kola_Sep_Nov,Kola_Nov_Feb,Kola_Sep_Feb,Kola_Year,Fec_Mill,Fulton_K,Ln_Fec,Ln_K,Ln_Weight,Ln_Length,Ln_Ooc_Diam
1989,Myre,Y,65,3/6/89,69,,Gillnet,,,87,5968,238,326,267,F,1,,,8,1,7,4,4,,v,464.65,,,,,,,,,13509,,,,,,361,191.91,4.47,3.48,3.87,3.75,3.16794185,0.906,1.15308212,-0.0984,8.69416714,4.46590812,6.14128443
1989,Myre,Y,65,3/6/89,70,,Gillnet,,,81,4870,350,402,218,F,1,,,7,0,7,4,4,,v,621.77,,,,,,,,,6095,,,,,,361,191.91,4.47,3.48,3.87,3.75,2.15199497,0.916,0.766395305,-0.0873,8.49084922,4.39444915,6.43257025
1989,Myre,Y,65,3/6/89,71,,Gillnet,,,80,4744,315,232,155,F,1,,,7,0,7,4,4,,v,629.33,,,,,,,,,5897,,,,,,361,191.91,4.47,3.48,3.87,3.75,1.91145706,0.927,0.64786581,-0.0763,8.46463594,4.38202663,6.44465576
1989,Myre,Y,65,3/6/89,72,,Gillnet,,,77,4750,360,460,215,F,1,,,8,1,7,4,4,,v,581.14,,,,,,,,,7331,,,,,,361,191.91,4.47,3.48,3.87,3.75,2.62910091,1.04,0.966641928,0.0397,8.4658999,4.34380542,6.36499169
1989,Myre,Y,65,3/6/89,73,,Gillnet,,,77,4382,318,375,150,F,1,,,7,1,6,5,4,,v,592.73,,,,,,,,,6946,,,,,,361,191.91,4.47,3.48,3.87,3.75,2.17875379,0.96,0.778753057,-0.041,8.38526052,4.34380542,6.38473898
1989,Myre,Y,65,3/6/89,74,,Gillnet,,,81,5754,365,455,198,F,1,,,8,2,6,5,4,,v,553.4,,,,,,,,,8379,,,,,,361,191.91,4.47,3.48,3.87,3.75,3.06574364,1.083,1.12029016,0.0795,8.65765054,4.39444915,6.31608107
1989,Myre,Y,65,3/6/89,75,,Gillnet,,,92,6920,445,533,345,F,1,,,8,0,8,2,4,,,,,,,,,,,,,,,,,,,,,,,,,0.889,,-0.118,8.84217105,4.52178858,
1989,Myre,Y,65,3/6/89,76,,Gillnet,,,90,6400,626,497,224,F,1,,,10,2,8,5,4,,v,716.83,,,,,,,,,4132,,,,,,361,191.91,4.47,3.48,3.87,3.75,2.42445276,0.878,0.885605833,-0.1302,8.76405327,4.49980967,6.57483871
1989,Myre,Y,65,3/6/89,77,,Gillnet,,,82,4998,392,293,225,F,1,,,7,0,7,2,4,,,,,,,,,,,,,,,,,,,,,,,,,0.906,,-0.0982,8.51679311,4.40671925,
1989,Myre,Y,65,3/6/89,78,,Gillnet,,,77,4250,330,270,185,F,1,,,7,2,5,2,4,,,,,,,,,,,,,,,,,,,,,,,,,0.931,,-0.0716,8.35467426,4.34380542,
1989,Myre,Y,65,3/6/89,79,,Gillnet,,,68,2648,170,170,96,F,1,,,6,0,6,5,4,,v,650.21,,,,,,,,,5394,,,,,,361,191.91,4.47,3.48,3.87,3.75,0.916391447,0.842,-0.087311662,-0.1718,7.88155992,4.21950771,6.47729539
1989,Myre,Y,65,3/6/89,80,,Gillnet,,,95,9340,895,624,806,F,1,,,8,0,8,2,4,,,,,,,,,,,,,,,,,,,,,,,,,1.089,,0.0856,9.14206153,4.55387689,
1989,Myre,Y,65,3/6/89,81,,Gillnet,,,88,5070,350,510,201,F,1,,,8,0,8,5,4,,v,643.16,,,,,,,,,5557,,,,,,361,191.91,4.47,3.48,3.87,3.75,1.94291677,0.744,0.664190334,-0.2957,8.5310961,4.47733681,6.46639353
1989,Myre,Y,65,3/6/89,82,,Gillnet,,,95,8330,950,812,450,F,1,,,8,0,8,4,4,,v,633.24,,,,,,,,,5798,,,,,,361,191.91,4.47,3.48,3.87,3.75,5.56459529,0.972,1.71642426,-0.0288,9.02761874,4.55387689,6.4508495
1989,Myre,Y,65,3/6/89,83,,Gillnet,,,82,4080,334,177,239,F,1,,,8,0,8,2,4,,,,,,,,,,,,,,,,,,,,,,,,,0.74,,-0.3011,8.31385227,4.40671925,
1989,Myre,Y,65,3/6/89,84,,Gillnet,,,60,1740,47,122,78,F,1,,,7,2,5,4,4,,v,517.06,,,,,,,,,10088,,,,,,361,191.91,4.47,3.48,3.87,3.75,0.459848828,0.806,-0.776857478,-0.2162,7.46164039,4.09434456,6.24815892
1989,Myre,Y,65,3/6/89,85,,Gillnet,,,53,1404,103,68,46,F,1,,,6,1,5,5,4,,v,708.38,,,,,,,,,4268,,,,,,361,191.91,4.47,3.48,3.87,3.75,0.444375866,0.943,-0.81108453,-0.0586,7.24708058,3.97029191,6.56298067
1989,Myre,Y,65,3/6/89,86,,Gillnet,,,125,23200,2528,1170,2250,F,1,,,10,1,9,1,4,,,,,,,,,,,,,,,,,,,,,,,,,1.188,,0.1721,10.0519076,4.82831374,
1989,Myre,Y,65,3/6/89,87,,Gillnet,,,109,12560,1614,706,550,F,1,,,10,2,8,4,4,,v,709.72,,,,,,,,,4246,,,,,,361,191.91,4.47,3.48,3.87,3.75,6.88857612,0.97,1.9298644,-0.0306,9.43827244,4.69134788,6.56487053
1989,Myre,Y,65,3/6/89,88,,Gillnet,,,125,17720,1940,913,812,F,1,,,10,1,9,2,4,,,,,,,,,,,,,,,,,,,,,,,,,0.907,,-0.0973,9.78244922,4.82831374,
1989,Myre,Y,65,3/6/89,89,,Gillnet,,,105,13060,990,940,600,F,1,,,10,4,6,2,4,,,,,,,,,,,,,,,,,,,,,,,,,1.128,,0.1206,9.4773094,4.65396035,
1989,Myre,Y,65,3/6/89,90,,Gillnet,,,104,11920,1329,838,499,F,1,,,8,0,8,4,4,,v,611.84,,,,,,,,,6369,,,,,,361,191.91,4.47,3.48,3.87,3.75,8.46291543,1.06,2.13569373,0.058,9.38597294,4.6443909,6.41647081
1989,Myre,Y,65,3/6/89,91,,Gillnet,,,103,9480,799,387,496,F,1,,,9,0,9,5,4,,v,632.37,,,,,,,,,5820,,,,,,361,191.91,4.47,3.48,3.87,3.75,4.67880737,0.868,1.54304324,-0.1421,9.1569396,4.63472899,6.44947467
1989,Myre,Y,65,3/6/89,92,,Gillnet,,,116,15500,1545,1010,2040,F,1,,,9,1,8,2,4,,,,,,,,,,,,,,,,,,,,,,,,,0.993,,-0.007,9.6485953,4.75359019,
1989,Myre,Y,65,3/6/89,93,,Gillnet,,,118,17900,1760,1130,1290,F,1,,,10,3,7,2,4,,,,,,,,,,,,,,,,,,,,,,,,,1.089,,0.0857,9.79255599,4.77068462,
1989,Myre,Y,65,3/6/89,94,,Gillnet,,,107,13020,1318,760,710,F,1,,,8,1,7,2,4,,,,,,,,,,,,,,,,,,,,,,,,,1.063,,0.0609,9.47424192,4.67282883,
1989,Myre,Y,65,3/6/89,95,,Gillnet,,,101,10140,655,475,620,F,1,,,8,0,8,2,4,,,,,,,,,,,,,,,,,,,,,,,,,0.984,,-0.0159,9.22424328,4.61512052,
1989,Myre,Y,65,3/6/89,96,,Gillnet,,,113,12140,850,619,540,F,1,,,9,0,9,1,4,,,,,,,,,,,,,,,,,,,,,,,,,0.841,,-0.1727,9.40426106,4.72738782,
1989,Myre,Y,65,3/6/89,97,,Gillnet,,,97,7760,512,435,380,F,1,,,8,0,8,5,4,,v,611.67,,,,,,,,,6374,,,,,,361,191.91,4.47,3.48,3.87,3.75,3.29673606,0.85,1.19293291,-0.1622,8.95673761,4.57471098,6.41619292
1989,Myre,Y,65,3/6/89,98,,Gillnet,,,93,6540,505,398,245,F,1,,,8,0,8,4,4,,v,571.09,,,,,,,,,7689,,,,,,361,191.91,4.47,3.48,3.87,3.75,3.94107197,0.813,1.37145276,-0.2069,8.78569244,4.53259949,6.34754682
1989,Myre,Y,65,3/6/89,99,,Gillnet,,,105,12440,805,790,753,F,1,,,8,0,8,2,4,,,,,,,,,,,,,,,,,,,,,,,,,1.075,,0.072,9.42867237,4.65396035,
1989,Myre,Y,65,3/6/89,100,,Gillnet,,,116,17760,1790,960,2430,F,1,,,10,0,10,4,4,,v,655.22,,,,,,,,,5282,,,,,,361,191.91,4.47,3.48,3.87,3.75,9.46917826,1.138,2.24804213,0.1291,9.78470402,4.75359019,6.48497106
1989,Myre,Y,65,3/6/89,101,,Gillnet,,,99,8800,625,669,400,F,1,,,9,0,9,5,4,,v,565.27,,,,,,,,,7907,,,,,,361,191.91,4.47,3.48,3.87,3.75,4.85223844,0.907,1.57944013,-0.0977,9.082507,4.59511985,6.33730349
1989,Myre,Y,65,3/6/89,102,,Gillnet,,,120,18500,1455,970,1150,F,1,,,9,0,9,2,4,,,,,,,,,,,,,,,,,,,,,,,,,1.071,,0.0682,9.82552601,4.78749174,
1989,Myre,Y,65,3/6/89,103,,Gillnet,,,106,10520,810,399,507,F,1,,,10,0,10,5,4,,v,598.42,,,,,,,,,6767,,,,,,361,191.91,4.47,3.48,3.87,3.75,5.19263353,0.883,1.64724099,-0.1241,9.26103349,4.66343909,6.39429285
1989,Myre,Y,65,3/6/89,104,,Gillnet,,,125,17700,1310,760,2490,F,1,,,11,0,11,5,4,,v,569.14,,,,,,,,,7761,,,,,,361,191.91,4.47,3.48,3.87,3.75,10.0884561,0.906,2.31139181,-0.0985,9.78131992,4.82831374,6.34412645
1989,Myre,Y,65,3/6/89,105,,Gillnet,,,99,10780,775,730,440,F,1,,,8,0,8,2,4,,,,,,,,,,,,,,,,,,,,,,,,,1.111,,0.1053,9.28544784,4.59511985,
1989,Myre,Y,65,3/6/89,106,,Gillnet,,,108,10100,630,518,470,F,1,,,9,1,8,4,4,,v,499.56,,,,,,,,,11083,,,,,,361,191.91,4.47,3.48,3.87,3.75,6.95994336,0.802,1.94017134,-0.2209,9.2202907,4.68213123,6.21372771
1989,Myre,Y,65,3/6/89,107,,Gillnet,,,115,12620,900,810,604,F,1,,,10,1,9,5,4,,v,584.54,,,,,,,,,7215,,,,,,361,191.91,4.47,3.48,3.87,3.75,6.54389966,0.83,1.87853327,-0.1866,9.44303814,4.74493213,6.37082521
1989,Myre,Y,65,3/6/89,108,,Gillnet,,,111,14840,949,949,735,F,1,,,10,0,10,4,4,,v,521.38,,,,,,,,,9861,,,,,,361,191.91,4.47,3.48,3.87,3.75,9.27961087,1.085,2.22781961,0.0817,9.60508152,4.7095302,6.25647914
1989,Myre,Y,65,3/6/89,109,,Gillnet,,,104,10885,972,680,589,F,1,,,9,2,7,2,4,,,,,,,,,,,,,,,,,,,,,,,,,0.968,,-0.0329,9.29514097,4.6443909,
1989,Myre,Y,65,3/6/89,110,,Gillnet,,,114,13080,895,750,569,F,1,,,9,0,9,4,4,,v,654.72,,,,,,,,,5293,,,,,,361,191.91,4.47,3.48,3.87,3.75,4.73449443,0.883,1.55487495,-0.1246,9.47883963,4.73619845,6.48420766
1989,Myre,Y,65,3/6/89,111,,Gillnet,,,101,7920,362,290,370,F,1,,,9,0,9,4,4,,v,563.92,,,,,,,,,7959,,,,,,361,191.91,4.47,3.48,3.87,3.75,2.78690476,0.769,1.02493157,-0.263,8.97714648,4.61512052,6.3349124
1989,Myre,Y,65,3/6/89,112,,Gillnet,,,102,11560,875,855,535,F,1,,,10,0,10,2,4,,,,,,,,,,,,,,,,,,,,,,,,,1.089,,0.0856,9.35530614,4.62497281,
1989,Myre,Y,65,3/6/89,113,,Gillnet,,,106,10080,602,377,460,F,1,,,9,0,9,2,4,,,,,,,,,,,,,,,,,,,,,,,,,0.846,,-0.1668,9.21830854,4.66343909,
1989,Myre,Y,65,3/6/89,114,,Gillnet,,,120,17500,1040,530,920,F,1,,,9,1,8,1,4,,,,,,,,,,,,,,,,,,,,,,,,,1.013,,0.0127,9.76995616,4.78749174,
1989,Myre,Y,65,3/6/89,115,,Gillnet,,,103,10760,455,730,598,F,1,,,8,0,8,2,4,,,,,,,,,,,,,,,,,,,,,,,,,0.985,,-0.0154,9.28359083,4.63472899,
1989,Myre,Y,65,3/6/89,116,,Gillnet,,,110,11180,685,830,392,F,1,,,9,0,9,5,4,,v,592.76,,,,,,,,,6945,,,,,,361,191.91,4.47,3.48,3.87,3.75,4.75927105,0.84,1.56009452,-0.1744,9.32188175,4.70048037,6.3847896
1989,Myre,Y,65,3/6/89,117,,Gillnet,,,114,12620,1016,734,553,F,1,,,9,1,8,4,4,,v,659.86,,,,,,,,,5181,,,,,,361,191.91,4.47,3.48,3.87,3.75,5.24947875,0.852,1.65812879,-0.1604,9.44303814,4.73619845,6.49202769
1989,Myre,Y,65,3/6/89,118,,Gillnet,,,117,17420,1308,1489,1380,F,1,,,9,0,9,1,4,,,,,,,,,,,,,,,,,,,,,,,,,1.088,,0.084,9.76537425,4.76217393,
1989,Myre,Y,65,3/6/89,119,,Gillnet,,,114,17430,1180,655,2355,F,1,,,10,2,8,2,4,,,,,,,,,,,,,,,,,,,,,,,,,1.176,,0.1625,9.76594814,4.73619845,
1989,Myre,Y,65,3/6/89,120,,Gillnet,,,90,5760,565,233,211,F,1,,,8,0,8,5,4,,v,757.79,,,,,,,,,3550,,,,,,361,191.91,4.47,3.48,3.87,3.75,2.00368515,0.79,0.69498806,-0.2356,8.65869275,4.49980967,6.6304063
1989,Myre,Y,65,3/6/89,121,,Gillnet,,,109,12180,1065,575,500,F,1,,,10,0,10,5,4,,v,662.54,,,,,,,,,5124,,,,,,361,191.91,4.47,3.48,3.87,3.75,5.40146178,0.941,1.68666962,-0.0613,9.40755054,4.69134788,6.49608093
1989,Myre,Y,65,3/6/89,122,,Gillnet,,,108,9640,869,383,510,F,1,,,10,3,7,5,4,,v,690.99,,,,,,,,,4568,,,,,,361,191.91,4.47,3.48,3.87,3.75,3.88473638,0.765,1.35705513,-0.2675,9.17367639,4.68213123,6.53812535
1989,Myre,Y,65,3/6/89,123,,Gillnet,,,101,8440,710,568,388,F,1,,,8,0,8,4,4,,v,624.37,,,,,,,,,6026,,,,,,361,191.91,4.47,3.48,3.87,3.75,4.30486091,0.819,1.45974483,-0.1995,9.04073759,4.61512052,6.43674314
1989,Myre,Y,65,3/6/89,124,,Gillnet,,,58,1660,108,65,70,F,1,,,7,1,6,5,4,,v,669.15,,,,,,,,,4987,,,,,,361,191.91,4.47,3.48,3.87,3.75,0.564517148,0.851,-0.571784519,-0.1616,7.41457288,4.06044301,6.50600825
1989,Myre,Y,65,3/6/89,125,,Gillnet,,,98,9520,1250,780,480,F,1,,,7,0,7,1,4,,,,,,,,,,,,,,,,,,,,,,,,,1.011,,0.0114,9.16115013,4.58496748,
1989,Myre,Y,65,3/6/89,126,,Gillnet,,,101,9338,1005,580,400,F,1,,,9,0,9,4,4,,v,682.49,,,,,,,,,4725,,,,,,361,191.91,4.47,3.48,3.87,3.75,4.75118992,0.906,1.5583951,-0.0983,9.14184738,4.61512052,6.52574787
1989,Myre,Y,65,3/6/89,127,,Gillnet,,,117,13960,1243,605,840,F,1,,,10,0,10,5,4,,v,623.53,,,,,,,,,6048,,,,,,361,191.91,4.47,3.48,3.87,3.75,7.55348873,0.872,2.02200954,-0.1374,9.54395138,4.76217393,6.43539688
1989,Myre,Y,65,3/6/89,128,,Gillnet,,,91,7180,422,606,298,F,1,,,9,1,8,4,4,,v,571.3,,,,,,,,,7681,,,,,,361,191.91,4.47,3.48,3.87,3.75,3.2792991,0.953,1.18762971,-0.0484,8.87905466,4.51085951,6.34791447
1989,Myre,Y,65,3/6/89,129,,Gillnet,,,99,7160,675,455,350,F,1,,,7,0,7,2,4,,,,,,,,,,,,,,,,,,,,,,,,,0.738,,-0.3039,8.87626526,4.59511985,
1989,Myre,Y,65,3/6/89,130,,Gillnet,,,112,11420,916,790,560,F,1,,,9,0,9,2,4,,,,,,,,,,,,,,,,,,,,,,,,,0.813,,-0.2072,9.34312148,4.71849887,
1989,Myre,Y,65,3/6/89,131,,Gillnet,,,98,8320,510,306,479,F,1,,,9,1,8,4,4,,v,591.89,,,,,,,,,6973,,,,,,361,191.91,4.47,3.48,3.87,3.75,3.5544077,0.884,1.26818844,-0.1233,9.02641753,4.58496748,6.38332081
1989,Myre,Y,65,3/6/89,132,,Gillnet,,,99,7480,437,472,316,F,1,,,8,2,6,4,4,,v,568.42,,,,,,,,,7788,,,,,,361,191.91,4.47,3.48,3.87,3.75,3.39932122,0.771,1.22357577,-0.2602,8.91998807,4.59511985,6.34286058
1989,Myre,Y,65,3/6/89,133,,Gillnet,,,92,7040,407,275,301,F,1,,,8,0,8,4,4,,v,544.31,,,,,,,,,8767,,,,,,361,191.91,4.47,3.48,3.87,3.75,3.57464986,0.904,1.27386723,-0.1008,8.85936345,4.52178858,6.29951894
1989,Myre,Y,65,3/6/89,134,,Gillnet,,,57,1582,96,94,45,F,1,,,5,0,5,4,4,,v,659.07,,,,,,,,,5198,,,,,,361,191.91,4.47,3.48,3.87,3.75,0.503814531,0.854,-0.685547073,-0.1575,7.36644515,4.04305127,6.49082975
1989,Myre,Y,65,3/6/89,135,,Gillnet,,,59,1835,145,46,71,F,1,,,6,1,5,2,4,,,,,,,,,,,,,,,,,,,,,,,,,0.893,,-0.1126,7.51479976,4.07753744,
1989,Myre,Y,65,3/6/89,136,,Gillnet,,,57,1691,130,130,51,F,1,,,6,0,6,5,4,,v,642.15,,,,,,,,,5581,,,,,,361,191.91,4.47,3.48,3.87,3.75,0.734852226,0.913,-0.308085853,-0.0909,7.43307535,4.04305127,6.46482192
1989,Myre,Y,65,3/6/89,137,,Gillnet,,,54,1420,75,79,53,F,1,,,6,0,6,4,4,,v,532.05,,,,,,,,,9330,,,,,,361,191.91,4.47,3.48,3.87,3.75,0.710434156,0.902,-0.341879009,-0.1034,7.25841215,3.98898405,6.27673747
1989,Myre,Y,66,3/7/89,138,,Gillnet,,,121,16680,1100,720,1910,F,1,,,10,1,9,5,4,,v,573.14,,,,,,,,,7614,,,,,,361,191.91,4.47,3.48,3.87,3.75,8.27438564,0.942,2.11316468,-0.0602,9.72196568,4.79579055,6.35113001
1989,Myre,Y,66,3/7/89,139,,Gillnet,,,114,16700,1260,720,1260,F,1,,,9,0,9,4,4,,v,658.61,,,,,,,,,5208,,,,,,361,191.91,4.47,3.48,3.87,3.75,6.44808663,1.127,1.86378344,0.1197,9.723164,4.73619845,6.49013155
1989,Myre,Y,66,3/7/89,140,,Gillnet,,,118,12760,720,500,880,F,1,,,9,1,8,4,4,,v,583.63,,,,,,,,,7246,,,,,,361,191.91,4.47,3.48,3.87,3.75,5.15858307,0.777,1.64066194,-0.2528,9.45407056,4.77068462,6.36926722
1989,Myre,Y,66,3/7/89,141,,Gillnet,,,121,16360,1259,798,970,F,1,,,10,1,9,5,4,,v,648.93,,,,,,,,,5423,,,,,,361,191.91,4.47,3.48,3.87,3.75,6.80720558,0.923,1.9179817,-0.0796,9.70259461,4.79579055,6.47532485
1989,Myre,Y,66,3/7/89,142,,Gillnet,,,110,12920,1140,829,813,F,1,,,9,0,9,4,4,,v,619.07,,,,,,,,,6168,,,,,,361,191.91,4.47,3.48,3.87,3.75,6.88765056,0.971,1.92973003,-0.0297,9.46653178,4.70048037,6.42821835
1989,Myre,Y,66,3/7/89,143,,Gillnet,,,119,18040,2290,780,992,F,1,,,10,0,10,4,4,,v,688.35,,,,,,,,,4616,,,,,,361,191.91,4.47,3.48,3.87,3.75,10.4414602,1.071,2.34578444,0.0681,9.80034679,4.77912349,6.53429743
1989,Myre,Y,66,3/7/89,144,,Gillnet,,,126,19140,1875,880,1289,F,1,,,18,7,11,4,4,,v,662.92,,,,,,,,,5116,,,,,,361,191.91,4.47,3.48,3.87,3.75,9.47209033,0.957,2.24834961,-0.0441,9.85953567,4.83628191,6.49665432
1989,Myre,Y,66,3/7/89,145,,Gillnet,,,116,14180,965,967,638,F,1,,,10,0,10,4,4,,v,620.47,,,,,,,,,6130,,,,,,361,191.91,4.47,3.48,3.87,3.75,5.87247021,0.908,1.77027536,-0.096,9.5595878,4.75359019,6.43047726
1989,Myre,Y,66,3/7/89,146,,Gillnet,,,121,17060,1656,620,1006,F,1,,,10,2,8,4,4,,v,718.49,,,,,,,,,4106,,,,,,361,191.91,4.47,3.48,3.87,3.75,6.78918067,0.963,1.91533027,-0.0377,9.74449182,4.79579055,6.57715179
1989,Myre,Y,66,3/7/89,147,,Gillnet,,,123,15020,1292,810,780,F,1,,,11,2,9,4,4,,v,625.7,,,,,,,,,5991,,,,,,361,191.91,4.47,3.48,3.87,3.75,7.76437655,0.807,2.04954616,-0.2142,9.61713793,4.81218436,6.43887102
1989,Myre,Y,66,3/7/89,148,,Gillnet,,,118,13200,1125,453,580,F,1,,,10,1,9,5,4,,v,642.23,,,,,,,,,5579,,,,,,361,191.91,4.47,3.48,3.87,3.75,6.30142907,0.803,1.84077644,-0.2189,9.48797211,4.77068462,6.46494649
1989,Myre,Y,66,3/7/89,149,,Gillnet,,,115,14320,635,696,3194,F,1,,,9,0,9,5,4,,v,616.55,,,,,,,,,6237,,,,,,361,191.91,4.47,3.48,3.87,3.75,3.87072793,0.942,1.35344258,-0.0602,9.56941244,4.74493213,6.42413942
1989,Myre,Y,66,3/7/89,150,,Gillnet,,,116,14800,1215,490,838,F,1,,,9,0,9,2,4,,,,,,,,,,,,,,,,,,,,,,,,,0.948,,-0.0532,9.60238246,4.75359019,
1988,Andenes,Y,68,3/8/88,1,,Gillnet,,,114,15000,2083.4,,,F,1,,,12,4,8,5,4,,v,748.1,,,,,,,,,3677,,,,,,107,203.13,4.43,3.85,4.02,3.44,7.74983358,1.012,2.04767137,0.0124,9.61580548,4.73619845,6.61753666
1988,Andenes,Y,68,3/8/88,2,,Gillnet,,,119,15500,1031.1,,,F,1,,,10,0,10,5,4,,v,581.11,,,,,,,,,7332,,,,,,107,203.13,4.43,3.85,4.02,3.44,7.5860208,0.92,2.02630719,-0.0836,9.6485953,4.77912349,6.36494007
1988,Andenes,Y,68,3/8/88,3,,Gillnet,,,93,7500,467.9,,,F,1,,,8,0,8,4,4,,v,561.93,,,,,,,,,8036,,,,,,107,203.13,4.43,3.85,4.02,3.44,3.7689627,0.932,1.32679982,-0.07,8.9226583,4.53259949,6.33137729
1988,Andenes,Y,68,3/8/88,4,,Gillnet,,,90,6600,513,,,F,1,,,6,0,6,2,4,,,,,,,,,,,,,,,,,,,,,,,,,0.905,,-0.0994,8.79482493,4.49980967,
1988,Andenes,Y,68,3/8/88,5,,Gillnet,,,96,9100,1081,,,F,1,,,7,0,7,2,4,,,,,,,,,,,,,,,,,,,,,,,,,1.029,,0.0282,9.11602969,4.56434819,
1988,Andenes,Y,68,3/8/88,6,,Gillnet,,,76,3650,217,,,F,1,,,6,0,6,1,4,,,,,,,,,,,,,,,,,,,,,,,,,0.831,,-0.1845,8.20248245,4.33073334,
1988,Andenes,Y,68,3/8/88,7,,Gillnet,,,86,5400,422.8,,,F,1,,,8,0,8,5,4,,v,691.15,,,,,,,,,4565,,,,,,107,203.13,4.43,3.85,4.02,3.44,1.94760338,0.849,0.666599581,-0.1637,8.59415423,4.4543473,6.53835688
1988,Andenes,Y,68,3/8/88,8,,Gillnet,,,96,8000,657,,,F,1,,,7,0,7,2,4,,,,,,,,,,,,,,,,,,,,,,,,,0.904,,-0.1007,8.98719682,4.56434819,
1988,Andenes,Y,68,3/8/88,9,,Gillnet,,,76,3700,164,,,F,1,,,6,0,6,1,4,,,,,,,,,,,,,,,,,,,,,,,,,0.843,,-0.1709,8.2160881,4.33073334,
1988,Andenes,Y,68,3/8/88,10,,Gillnet,,,122,16100,890.8,,,F,1,,,11,1,10,5,4,,v,588.48,,,,,,,,,7084,,,,,,107,203.13,4.43,3.85,4.02,3.44,6.33454437,0.887,1.84601789,-0.1203,9.68657455,4.80402104,6.37754294
1988,Andenes,Y,68,3/8/88,11,,Gillnet,,,67,2900,263.4,,,F,1,,,7,0,7,4,4,,v,798.69,,,,,,,,,3075,,,,,,107,203.13,4.43,3.85,4.02,3.44,0.821117463,0.964,-0.197089107,-0.0364,7.97246602,4.20469262,6.68297289
1988,Andenes,Y,68,3/8/88,12,,Gillnet,,,74,3300,230,,,F,1,,,7,1,6,2,4,,,,,,,,,,,,,,,,,,,,,,,,,0.814,,-0.2053,8.10167775,4.30406509,
1988,Andenes,Y,68,3/8/88,13,,Gillnet,,,100,10700,1190,,,F,1,,,9,1,8,1,4,,,,,,,,,,,,,,,,,,,,,,,,,1.07,,0.0677,9.27799902,4.60517019,
1988,Andenes,Y,68,3/8/88,14,,Gillnet,,,63,2300,176,,,F,1,,,5,0,5,1,4,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,-0.0836,7.7406644,4.14313473,
1988,Andenes,Y,68,3/8/88,15,,Gillnet,,,72,3200,263.3,,,F,1,,,7,1,6,4,4,,v,697.98,,,,,,,,,4444,,,,,,107,203.13,4.43,3.85,4.02,3.44,1.1810971,0.857,0.166443752,-0.1539,8.07090609,4.27666612,6.54819045
1988,Andenes,Y,68,3/8/88,16,,Gillnet,,,82,5700,748.7,,,F,1,,,7,0,7,4,4,,v,700.06,,,,,,,,,4408,,,,,,107,203.13,4.43,3.85,4.02,3.44,3.33160424,1.034,1.20345394,0.0332,8.64822145,4.40671925,6.55116605
1988,Andenes,Y,68,3/8/88,17,,Gillnet,,,69,2800,161,,,F,1,,,6,1,5,2,4,,,,,,,,,,,,,,,,,,,,,,,,,0.852,,-0.1598,7.9373747,4.2341065,
1988,Andenes,Y,68,3/8/88,18,,Gillnet,,,109,13500,1305.2,,,F,1,,,9,0,9,4,4,,v,642.95,,,,,,,,,5562,,,,,,107,203.13,4.43,3.85,4.02,3.44,7.3081829,1.042,1.98899467,0.0416,9.51044496,4.69134788,6.46606696
1988,Andenes,Y,68,3/8/88,19,,Gillnet,,,65,2400,131.6,,,F,1,,,6,0,6,5,4,,v,619.55,,,,,,,,,6155,,,,,,107,203.13,4.43,3.85,4.02,3.44,0.814442631,0.874,-0.205251288,-0.1348,7.78322402,4.17438727,6.42899341
1988,Andenes,Y,68,3/8/88,20,,Gillnet,,,66,2300,135.1,,,F,1,,,6,0,6,5,4,,v,693.95,,,,,,,,,4515,,,,,,107,203.13,4.43,3.85,4.02,3.44,0.615573687,0.8,-0.485200622,-0.2231,7.7406644,4.18965474,6.54239991
1988,Andenes,Y,68,3/8/88,21,,Gillnet,,,68,2600,135.5,,,F,1,,,7,0,7,5,4,,v,617.93,,,,,,,,,6199,,,,,,107,203.13,4.43,3.85,4.02,3.44,0.844527941,0.827,-0.168977457,-0.1901,7.86326672,4.21950771,6.42637518
1988,Andenes,Y,68,3/8/88,22,,Gillnet,,,75,4600,294,,,F,1,,,8,3,5,1,4,,,,,,,,,,,,,,,,,,,,,,,,,1.09,,0.0865,8.43381158,4.31748811,
1988,Andenes,Y,68,3/8/88,23,,Gillnet,,,60,1900,137,,,F,1,,,6,1,5,2,4,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,-0.1283,7.54960917,4.09434456,
1988,Andenes,Y,68,3/8/88,24,,Gillnet,,,68,2500,161.9,,,F,1,,,6,0,6,4,4,,v,712.56,,,,,,,,,4200,,,,,,107,203.13,4.43,3.85,4.02,3.44,0.686814961,0.795,-0.375690367,-0.2293,7.82404601,4.21950771,6.56886412
